"person" "activities" "mean(tBodyAcc.mean.X)" "mean(tBodyAcc.mean.Y)" "mean(tBodyAcc.mean.Z)" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyAccMag.mean.." "tGravityAccMag.mean.." "tBodyAccJerkMag.mean.." "tBodyGyroMag.mean.." "tBodyGyroJerkMag.mean.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAcc.meanFreq...X" "fBodyAcc.meanFreq...Y" "fBodyAcc.meanFreq...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyAccJerk.meanFreq...X" "fBodyAccJerk.meanFreq...Y" "fBodyAccJerk.meanFreq...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyGyro.meanFreq...X" "fBodyGyro.meanFreq...Y" "fBodyGyro.meanFreq...Z" "fBodyAccMag.mean.." "fBodyAccMag.meanFreq.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyAccJerkMag.meanFreq.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroMag.meanFreq.." "fBodyBodyGyroJerkMag.mean.." "fBodyBodyGyroJerkMag.meanFreq.."
13 "WALKING_UPSTAIRS" 0.258203939581818 -0.0277392253910909 -0.125767265890909 -0.46275004 0.73135371 0.68153531 0.079908077 0.012700134 0.0080324601 -0.017877851 -0.11567948 0.098707503 -0.10223576 -0.03698277 -0.085385588 -0.99210323 -0.99210323 -0.99125148 -0.9717803 -0.99401527 -0.99107882 -0.98982859 -0.99080081 -0.2356967 0.1206758 0.70289177 -0.99191732 -0.99038152 -0.98794599 0.25683508 0.1421819 0.45503305 -0.99159951 -0.98991981 -0.95737093 -0.12698241 0.0074326177 0.06614198 -0.99312637 0.38621621 -0.99360305 0.37488468 -0.98256022 -0.19959296 -0.99465378 0.56706213
14 "LAYING" 0.233275439803922 -0.0113424652490196 -0.0868333315509804 -0.46228561 0.73293086 0.67930548 0.073421762 0.012569349 0.011036174 -0.025479262 -0.079225886 0.049376306 -0.10331062 -0.029311217 -0.057421542 -0.99294581 -0.99294581 -0.99157614 -0.98053612 -0.99482479 -0.9924223 -0.98610868 -0.98867311 -0.057329172 0.11220737 0.50134974 -0.99222692 -0.98749518 -0.98888189 0.14040968 -0.02808918 0.22253102 -0.99087056 -0.98660804 -0.98862425 0.092837057 -0.076912649 -0.05485855 -0.99066138 0.37621905 -0.99249989 0.26669633 -0.9924802 -0.12646977 -0.99569954 0.32266262
14 "SITTING" 0.279990577037037 -0.00870565463888889 -0.100401490425926 -0.45932125 0.73323838 0.67834821 0.075525161 0.010575731 -0.011494025 -0.028393112 -0.057024774 0.0499493 -0.099015984 -0.036750939 -0.049994027 -0.99099061 -0.99099061 -0.99049507 -0.98046045 -0.99468268 -0.99084914 -0.98808712 -0.98744238 -0.35932718 0.31371462 0.52874605 -0.99220564 -0.98668881 -0.98673693 0.036829961 0.07180905 0.18474285 -0.99317997 -0.98872858 -0.98920761 -0.15211672 -0.20788441 0.055458738 -0.99446464 0.53328416 -0.99104877 0.38968605 -0.99172046 -0.0523663 -0.99529933 0.40475626
14 "STANDING" 0.280545613833333 -0.01520781344 -0.103817701790667 -0.46179068 0.73200054 0.67994802 0.071258788 0.00087955329 -0.016568951 -0.029079733 -0.057954768 0.055360749 -0.099220725 -0.049744724 -0.055232549 -0.9889792 -0.9889792 -0.9872472 -0.98400252 -0.99187234 -0.9895651 -0.98218696 -0.98486912 -0.026185247 0.54786679 0.60656485 -0.98837275 -0.98012595 -0.9842538 0.083493617 -0.017506761 0.072277594 -0.99302949 -0.98644074 -0.98682642 0.070340193 0.024965596 0.10404216 -0.99000893 0.51503236 -0.98403081 0.22767548 -0.98828709 -0.0056218969 -0.99199481 0.081250392
14 "WALKING" 0.271959598644068 -0.0217785380966102 -0.106756369135593 -0.46806588 0.73106824 0.68135687 0.077293317 0.012947138 0.0070076495 -0.028182874 -0.075557684 0.069747236 -0.098389341 -0.041759682 -0.049122684 -0.99010438 -0.99010438 -0.98446425 -0.9877346 -0.99068336 -0.985709 -0.98176047 -0.98772472 -0.13112917 0.47341067 0.64937978 -0.98458588 -0.97831906 -0.98366014 0.21420947 0.1319183 0.22162672 -0.99302619 -0.98641037 -0.98396387 0.094080655 0.048436481 -0.018255251 -0.98735254 0.54322148 -0.98394413 0.22615156 -0.98671596 0.064434397 -0.99142099 0.14332799
14 "WALKING_DOWNSTAIRS" 0.293422115555556 -0.0200141413657778 -0.0928330165533333 -0.47123688 0.73071284 0.68208338 0.084055106 0.016325604 -0.0044734071 -0.028038719 -0.084828078 0.088218915 -0.093875711 -0.038911137 -0.051634864 -0.99541438 -0.99541438 -0.991013 -0.9942965 -0.99407691 -0.98991788 -0.99023976 -0.99125415 0.084105224 0.4716813 0.48689915 -0.99053341 -0.98911916 -0.98740265 0.28140779 0.1477318 0.43957285 -0.99706043 -0.99202192 -0.99393384 0.67181398 0.39160014 0.32350812 -0.99337866 0.58507502 -0.99244714 0.26731171 -0.99346478 0.62601957 -0.99496283 0.346047
14 "WALKING_UPSTAIRS" 0.26242106612963 -0.0204388180024074 -0.112279688983333 -0.46937128 0.73073014 0.68254761 0.078095523 0.0099370394 -0.0083010193 -0.0267807 -0.087037433 0.086801897 -0.096779203 -0.038152514 -0.053882106 -0.99558037 -0.99558037 -0.99414311 -0.99494245 -0.9954692 -0.99383004 -0.99246974 -0.99447756 0.0042660024 0.19930394 0.49705225 -0.99335233 -0.99248013 -0.99304001 0.16156692 -0.059000849 0.27246021 -0.99747106 -0.99302172 -0.99670849 0.31789436 0.28989776 0.46901665 -0.99527383 0.55016571 -0.99534987 0.065336957 -0.99451426 0.60970857 -0.99596624 0.43622837
15 "LAYING" 0.2894756525 -0.0166296542054167 -0.118530240291667 -0.46478958 0.73158936 0.68243423 0.076239579 0.0092512082 0.0045905018 -0.027670553 -0.070502823 0.090324798 -0.10009008 -0.037167735 -0.052013188 -0.99483632 -0.99483632 -0.99390543 -0.99320124 -0.99648197 -0.99120333 -0.99119682 -0.99583593 -0.24919775 0.22193763 0.45937402 -0.99127311 -0.99139944 -0.99464516 0.081008942 -0.010375487 0.14200097 -0.99570095 -0.99238282 -0.99544911 0.16011326 0.0033860877 0.38758104 -0.99580296 0.41215966 -0.99587754 0.44032511 -0.99499228 0.34454773 -0.99665145 0.36905014
15 "SITTING" 0.27290337979661 -0.0117188472271186 -0.11366125320339 -0.34571935 0.7966021 0.5865105 0.097228458 0.03501434 0.11129178 0.063352959 -0.22167796 0.50502676 -0.11339274 -0.025904847 -0.086125699 -0.93463544 -0.93463544 -0.94297404 -0.77048261 -0.97082142 -0.93232969 -0.86465499 -0.90686592 -0.070022307 0.1817136 0.76962193 -0.91828741 -0.87752958 -0.93282662 -0.066515135 0.0087006976 0.21557494 -0.93335538 -0.93403706 -0.87662881 -0.32025182 0.1196591 -0.4984644 -0.87957412 0.1594621 -0.86527777 -0.048234371 -0.90604446 -0.56243164 -0.92965119 -0.048369213
15 "STANDING" 0.278915803962264 -0.0183516360396226 -0.105910832679245 -0.34769296 0.78712405 0.59420063 0.088512764 0.016490692 -0.020778979 0.0044466218 -0.18896675 0.26041646 -0.12087517 -0.027984846 -0.11517608 -0.97660875 -0.97660875 -0.98525284 -0.89976325 -0.99135594 -0.98080223 -0.98192263 -0.97411404 -0.10660627 0.49046085 0.060157384 -0.98412544 -0.97999315 -0.98539734 0.2800671 0.26005626 0.09526061 -0.96441057 -0.97664097 -0.90872469 0.0092973969 -0.2347233 -0.048303963 -0.98005852 0.33496673 -0.983641 0.28012028 -0.92694974 -0.25945771 -0.99012459 0.022085162
15 "WALKING" 0.273899207962963 -0.0170809740090741 -0.107621819518519 -0.33831865 0.78641593 0.59685687 0.059028093 0.028526236 -0.0005782182 -0.028099769 -0.12248662 0.11551291 -0.11082376 -0.033831373 -0.081995372 -0.98771561 -0.98771561 -0.98801197 -0.96853026 -0.99563775 -0.98601804 -0.98566504 -0.98679413 0.4405905 0.68132158 0.49178955 -0.98680388 -0.98608428 -0.9837068 0.33824344 0.060888122 0.35217898 -0.98481695 -0.98510499 -0.96180383 -0.048427935 -0.41734172 0.046965499 -0.98655927 0.44428132 -0.98859447 0.2525821 -0.97666653 -0.3122334 -0.99619677 0.60332474
15 "WALKING_DOWNSTAIRS" 0.280198851190476 -0.00563047804309524 -0.110526066428571 -0.32912409 0.78643274 0.59565258 0.074323369 0.01076371 0.0039271029 -0.038874826 -0.084512677 0.055416442 -0.10161279 -0.030674692 -0.062126515 -0.98907828 -0.98907828 -0.98489977 -0.97743854 -0.99315255 -0.98633218 -0.98210539 -0.98182417 -0.1075516 0.10309214 0.44444658 -0.98400909 -0.98368994 -0.98028741 0.066294665 -0.11501992 0.23887962 -0.98957405 -0.98693211 -0.98026907 -0.059127782 0.10713018 -0.10978928 -0.98365911 0.29213451 -0.98431802 0.11107525 -0.9895295 -0.1708321 -0.99326006 -0.011732052
15 "WALKING_UPSTAIRS" 0.270187595833333 -0.0287523860708333 -0.116952464895833 -0.32559813 0.78649089 0.59524526 0.083796561 -0.0048845151 0.00096457176 -0.038320171 -0.060562528 0.049941098 -0.094792627 -0.032947303 -0.05117889 -0.98983415 -0.98983415 -0.98725253 -0.97819369 -0.99292337 -0.98572184 -0.97910441 -0.98792729 0.072133159 0.38187947 0.23405044 -0.98492318 -0.98268554 -0.98797396 0.031066081 -0.23622318 0.18008392 -0.98988044 -0.98805862 -0.98430555 -0.10485628 0.21404906 0.024986203 -0.98808953 0.27895895 -0.98723528 0.14530245 -0.98833683 -0.087028275 -0.99370559 -0.049998635
16 "LAYING" 0.274227162571429 -0.0166103510562857 -0.107310493242857 -0.32414538 0.78613507 0.59489755 0.076337196 0.02020517 -0.01228735 -0.033335429 -0.067598317 0.056912211 -0.094259546 -0.044101928 -0.057691091 -0.99597779 -0.99597779 -0.99220004 -0.98532115 -0.99487866 -0.99310413 -0.98865524 -0.99338079 -0.046145918 0.49286085 0.82394135 -0.99167148 -0.98909585 -0.99039856 0.19750964 0.36304774 0.4642619 -0.99465341 -0.9927076 -0.99262447 0.31868886 0.10657279 0.46622233 -0.99753168 0.69958351 -0.9942447 0.77644096 -0.99481599 0.20480589 -0.99658198 0.49651604
16 "SITTING" 0.280768574492754 -0.0102497939956522 -0.0891404038405797 -0.3231135 0.78558787 0.59549617 0.0741011 0.013646258 -0.0058661523 -0.029851071 -0.070163 0.069477749 -0.098666573 -0.037114966 -0.04960067 -0.99696971 -0.99696971 -0.99348208 -0.98848883 -0.99468202 -0.99371927 -0.98993058 -0.99643141 0.16758745 0.21986697 0.50067213 -0.99150729 -0.99074654 -0.99391714 0.36568009 0.19556392 0.16530886 -0.99611334 -0.99152529 -0.98824155 0.079735752 0.13897891 0.0011785234 -0.99840981 0.6635431 -0.99500997 0.45471279 -0.99416272 0.3742501 -0.9961138 0.38814484
16 "STANDING" 0.283497402948718 -0.0165999672935897 -0.103657729076923 -0.32367718 0.78628351 0.59588524 0.072963064 0.0082886722 0.0068216041 -0.029447476 -0.063642404 0.085429052 -0.097651951 -0.045403021 -0.047939206 -0.99589594 -0.99589594 -0.9934371 -0.99177624 -0.99565275 -0.99517329 -0.98983119 -0.9918572 0.26025898 0.10446031 0.56428478 -0.9930265 -0.99169067 -0.98971997 0.3227186 0.11235311 0.23967063 -0.99527669 -0.9917468 -0.99150366 -0.045872445 0.12776524 0.30189793 -0.99618626 0.72521824 -0.99345898 0.15648387 -0.9944831 0.27843769 -0.99677289 0.25886405
16 "WALKING" 0.276023564509804 -0.0204286929452941 -0.108804049803922 -0.32583882 0.78590784 0.59489569 0.076917804 0.0069207245 0.0057587626 -0.027087036 -0.079724689 0.078685748 -0.096274458 -0.043336765 -0.056621917 -0.99339755 -0.99339755 -0.99207171 -0.99189462 -0.99556013 -0.99434402 -0.98840255 -0.98847376 -0.1436863 0.24889715 0.3996888 -0.99425656 -0.98835701 -0.98684339 0.10082077 0.1898929 0.083547179 -0.99413854 -0.99219106 -0.99193368 -0.07586669 0.12133117 0.20685456 -0.99239814 0.54701631 -0.99094484 0.18468515 -0.99382104 0.24504547 -0.9961249 0.4861278
16 "WALKING_DOWNSTAIRS" 0.295586802191489 -0.0183898583787234 -0.119873705148936 -0.32733659 0.78629856 0.59254192 0.074205157 0.010398873 0.002738037 -0.027287354 -0.070604347 0.092036685 -0.10077717 -0.036339265 -0.050798368 -0.99457529 -0.99457529 -0.99159305 -0.98978979 -0.99592893 -0.993095 -0.98851444 -0.99132899 -0.036363 0.41728466 0.3290554 -0.99213004 -0.98629959 -0.99079646 0.15502946 0.2998887 0.090935215 -0.99467291 -0.99117374 -0.99008296 0.13358578 -0.055843486 -0.054818832 -0.99263211 0.49241799 -0.99088595 0.35939865 -0.99443565 0.18625282 -0.99645964 0.39076039
16 "WALKING_UPSTAIRS" 0.255986102627451 -0.0143654945011765 -0.124074517745098 -0.32870661 0.78768233 0.59184194 0.077538269 0.013946044 -0.0058301525 -0.028441904 -0.06943432 0.096774838 -0.097036134 -0.042035904 -0.056140685 -0.99556403 -0.99556403 -0.9920669 -0.99060985 -0.99616824 -0.99454234 -0.99025718 -0.9912109 0.076324214 0.26111567 0.6538731 -0.99346164 -0.98947215 -0.98753978 0.30659436 0.1854764 0.3106103 -0.99608846 -0.99248854 -0.99129594 0.25526998 -0.12458652 0.023916558 -0.99579927 0.76623056 -0.98873249 0.48551289 -0.99341824 0.086220444 -0.99605423 0.11015538
17 "LAYING" 0.269780085577465 -0.0168462006729577 -0.107006279704225 -0.32929296 0.78699735 0.5935264 0.07801449 0.011432439 -0.0082167336 -0.026934905 -0.079410631 0.084496366 -0.098658004 -0.040000544 -0.054629822 -0.99498047 -0.99498047 -0.99152008 -0.99302085 -0.99529956 -0.99518263 -0.98617357 -0.99006369 0.0030889742 0.27967351 0.54309903 -0.99443229 -0.98517116 -0.98848152 0.15033775 0.20169919 0.3815136 -0.9952164 -0.99299893 -0.99222111 0.19132777 0.037085742 0.072208187 -0.99451448 0.64491878 -0.99038007 0.33060059 -0.99424108 0.22246117 -0.99579464 0.079985879
17 "SITTING" 0.2773570196875 -0.014156274084375 -0.11362408509375 -0.32938962 0.78696115 0.59374766 0.087652198 0.019044322 -0.01420024 -0.027438031 -0.086591231 0.084819944 -0.099775132 -0.058472621 -0.061388861 -0.99601432 -0.99601432 -0.99127894 -0.98968321 -0.99187523 -0.98881785 -0.98463458 -0.99294989 0.47041417 0.61631558 0.31718727 -0.98766297 -0.98223289 -0.99071527 -0.019484896 0.42751198 0.13101457 -0.99575409 -0.95315064 -0.97952774 0.41664955 -0.026664392 0.29060109 -0.98760766 0.58481941 -0.98771479 -0.12502141 -0.94130801 -0.042552426 -0.97189652 -0.23096573
17 "STANDING" 0.277942503333333 -0.0174120064169231 -0.111432145565 -0.31618977 0.77207768 0.6131905 0.13068641 0.16719362 -0.13814519 -0.02138801 -0.18998582 0.72394893 -0.16121314 0.02551415 -0.14469071 -0.86759892 -0.86759892 -0.91449513 -0.68685127 -0.95064642 -0.9041472 -0.78084073 -0.83430392 -0.15573449 0.3747673 0.064007831 -0.91970446 -0.8506637 -0.91615212 -0.024713483 0.096546882 -0.2903285 -0.84870605 -0.91003654 -0.8083903 -0.12240155 0.0034199025 -0.23189097 -0.7769478 0.20811601 -0.89006568 0.1631497 -0.82075619 -0.21442175 -0.94142192 -0.035986041
17 "WALKING" 0.272341855245902 -0.0184875403339344 -0.109792122032787 -0.32171341 0.75793363 0.62098933 0.074577083 -0.011777825 0.015073141 -0.0086809315 -0.080660505 0.4586519 -0.10297216 -0.026630148 -0.14259635 -0.94738256 -0.94738256 -0.96879373 -0.82621982 -0.98133677 -0.97405865 -0.91936301 -0.9487094 -0.12470008 -0.38837648 -0.33593432 -0.97135985 -0.95781969 -0.97326721 0.35602307 -0.49418082 -0.12560129 -0.95392404 -0.97960002 -0.86326752 -0.42912813 -0.0059419328 -0.038407381 -0.94213007 -0.26985367 -0.97223201 0.41795416 -0.91254827 -0.22446719 -0.98097435 0.015491832
17 "WALKING_DOWNSTAIRS" 0.29391828326087 -0.0167359404347826 -0.0892432745173913 -0.32615383 0.76275314 0.62258888 0.080664864 0.027937815 -0.03643679 0.00099479305 -0.060251789 0.22973879 -0.11538143 -0.035066031 -0.12003604 -0.97860085 -0.97860085 -0.98000725 -0.92526709 -0.98820907 -0.98870139 -0.9561661 -0.97045122 -0.0055002393 0.053455725 0.59417025 -0.98726174 -0.96989145 -0.97702059 0.19132715 -0.45380516 -0.010813867 -0.95959627 -0.98740808 -0.90483518 -0.10989294 -0.070292386 0.051943632 -0.96259056 0.043219283 -0.97887875 0.23631313 -0.93135474 -0.17477844 -0.98463257 0.010394227
17 "WALKING_UPSTAIRS" 0.252604768583333 -0.0228645614308333 -0.121290442104167 -0.32851918 0.75798702 0.62923341 0.075565801 0.0042712854 0.0059350038 -0.010577393 -0.062471397 0.10145362 -0.093023104 -0.046752127 -0.075357304 -0.99270453 -0.99270453 -0.98859989 -0.9748725 -0.99452557 -0.99475298 -0.97579428 -0.98399103 -0.058325593 0.19532517 0.31887324 -0.99396663 -0.97776733 -0.98468225 0.18145625 -0.25329472 0.10822753 -0.98336254 -0.99465605 -0.96980576 -0.1675178 0.4772932 -0.067211789 -0.98172518 0.23226244 -0.98765779 0.0074718351 -0.98539643 -0.39078274 -0.99382915 0.21956642
18 "LAYING" 0.274691576923077 -0.0173937684615385 -0.107698927907692 -0.32686995 0.7570917 0.62952805 0.079835424 0.0053973253 0.0066295657 -0.019149399 -0.067025392 0.059355719 -0.10172916 -0.042813764 -0.062812788 -0.98978497 -0.98978497 -0.98656354 -0.98206256 -0.99323632 -0.99158521 -0.97225098 -0.98872078 -0.036919636 0.18144477 0.3414367 -0.99117028 -0.97394382 -0.98785335 0.054853183 -0.059742101 0.25682017 -0.98471518 -0.99297319 -0.9874265 -0.13492724 -0.081654687 0.31649309 -0.98686405 0.24566235 -0.98766244 0.19796451 -0.99058582 0.045281967 -0.99432113 0.25183306
18 "SITTING" 0.27727001877193 -0.0128691279736842 -0.111904775824561 -0.32263062 0.75722125 0.62901215 0.073411332 0.0095206648 -0.010188914 -0.022825854 -0.072472952 0.049052916 -0.10122335 -0.036901761 -0.057503476 -0.98195785 -0.98195785 -0.9826141 -0.97234915 -0.98814604 -0.99059871 -0.96412391 -0.97981533 -0.13337169 -0.0036575905 0.23731723 -0.99020891 -0.96966748 -0.98231579 0.1751973 -0.13413747 0.097540246 -0.9702271 -0.98689428 -0.98446616 -0.39104901 -0.3133258 -0.049876414 -0.97869059 0.17381987 -0.98459986 0.46374019 -0.97833646 -0.23838697 -0.99037663 0.0066567633
18 "STANDING" 0.278458805890411 -0.0166353518150685 -0.108453355945205 -0.3176732 0.75814714 0.62743209 0.071663911 0.016080333 0.0086870886 -0.026772317 -0.070867791 0.056444252 -0.092164406 -0.046770447 -0.04343767 -0.98132642 -0.98132642 -0.98298623 -0.97340905 -0.98706956 -0.9863398 -0.97062141 -0.98217278 -0.096604752 -0.013647307 0.18019396 -0.98673322 -0.97534587 -0.98501169 0.28774895 -0.092786962 -0.1462837 -0.97003221 -0.98748383 -0.97713262 -0.28628846 -0.24317564 0.11337886 -0.98278692 0.25034517 -0.98602859 0.57879331 -0.97801275 -0.15576414 -0.98935393 0.025690303
18 "WALKING" 0.273887758571429 -0.0178023631866071 -0.104218315464286 -0.31870751 0.75954496 0.62568864 0.087361424 0.020151022 -0.0050329545 -0.03115254 -0.071996204 0.080674506 -0.10115702 -0.05059901 -0.039400126 -0.97541858 -0.97541858 -0.9770607 -0.97006512 -0.98238365 -0.98221532 -0.95093227 -0.97709519 -0.054038211 -0.046451635 -0.028456331 -0.98118503 -0.96255065 -0.98178472 0.049297856 -0.32712795 -0.22979008 -0.96142609 -0.98201214 -0.97038689 -0.43523721 0.18971738 0.35153416 -0.97221197 -0.02452161 -0.97970798 0.096481929 -0.96889737 -0.063744456 -0.98204685 -0.012800636
18 "WALKING_DOWNSTAIRS" 0.288439468909091 -0.0168666920221818 -0.1033908092 -0.3199115 0.75766349 0.62804508 0.075815878 0.015458111 -0.011103143 -0.029594769 -0.072014755 0.085608676 -0.10669685 -0.031820055 -0.058487136 -0.96814072 -0.96814072 -0.97346366 -0.95991823 -0.97792569 -0.98119181 -0.94554222 -0.97503547 -0.29254396 -0.14208154 0.079514126 -0.98135531 -0.95849715 -0.98112801 -0.014269419 -0.32717853 -0.19399006 -0.94829281 -0.98076809 -0.97023772 -0.32687876 0.033514876 0.020185818 -0.96348472 -0.18874982 -0.97675617 -0.057842979 -0.95607655 -0.18708233 -0.97498467 -0.17876612
18 "WALKING_UPSTAIRS" 0.265401201896552 -0.0222060684378914 -0.112655891327586 -0.31694486 0.75561068 0.63018789 0.083503419 0.017279603 -0.014157734 -0.020817177 -0.087743662 0.085824113 -0.10819652 -0.026483997 -0.068987224 -0.97278181 -0.97278181 -0.97361211 -0.96572958 -0.9776415 -0.97538316 -0.94850706 -0.95168078 -0.2960958 -0.0074324999 0.35172356 -0.97970296 -0.9569134 -0.95374493 0.080939443 -0.25801463 0.13697728 -0.9437394 -0.95997116 -0.95571119 -0.25353878 0.14897267 0.085510687 -0.95084335 0.34860487 -0.9477115 0.086512138 -0.93970816 -0.16940265 -0.95868052 -0.23613097
19 "LAYING" 0.272653733493976 -0.0171426864421687 -0.10898146186747 -0.31287598 0.75740991 0.62775234 0.078602057 -0.0030466486 0.0019837532 -0.024935058 -0.084831822 0.087660777 -0.096328145 -0.042222818 -0.055252332 -0.97010573 -0.97010573 -0.97421704 -0.97576265 -0.98244185 -0.97883981 -0.95754381 -0.95663106 -0.35658539 0.33337229 0.32955435 -0.98089714 -0.95920188 -0.9562289 -0.066553361 0.043472829 0.19288212 -0.96086 -0.96238552 -0.96111518 -0.25062433 0.025656049 -0.1443324 -0.95590687 0.40485837 -0.9491786 0.090254616 -0.94443034 -0.13879221 -0.96199049 -0.26006013
19 "SITTING" 0.273830316164384 -0.016739260030137 -0.10870765430137 -0.30471213 0.76133611 0.62108486 0.06042348 -0.017128889 0.029036791 -0.033028002 -0.063389247 0.080819271 -0.088127187 -0.047962605 -0.066661126 -0.97416302 -0.97416302 -0.97999052 -0.98562653 -0.99119595 -0.97891275 -0.9644454 -0.97221277 -0.09578057 0.49788678 0.37344384 -0.98378342 -0.96499703 -0.98442075 0.084299901 0.14151661 0.22834933 -0.98131248 -0.98975262 -0.98022754 0.12644899 0.20185449 0.039502931 -0.97001911 0.26042025 -0.98153548 0.1480534 -0.98573306 -0.058963909 -0.99085765 0.33571776
19 "STANDING" 0.27817226 -0.0154244056945205 -0.10904190460274 -0.30192641 0.76297445 0.61851538 0.079228707 -0.0095634588 0.020047194 -0.035335352 -0.075195598 0.077689969 -0.09529111 -0.053598547 -0.051677584 -0.97610966 -0.97610966 -0.97036337 -0.97689565 -0.98443965 -0.98558023 -0.95277539 -0.97266431 0.12198798 0.37581036 0.42131287 -0.98049559 -0.95067898 -0.97039392 0.20165432 -0.070596297 0.20615887 -0.9728297 -0.97531637 -0.97020846 -0.31092437 0.21389823 -0.040564606 -0.97505106 0.34225946 -0.97180161 -0.18985585 -0.96812239 -0.05170804 -0.98131292 -0.0086808314
19 "WALKING" 0.273931172307692 -0.0191773587903846 -0.122736673192308 -0.30704684 0.76351573 0.61945453 0.069295174 0.011820038 0.010974497 -0.028510465 -0.059017617 0.095731824 -0.1105332 -0.02539836 -0.030489474 -0.95244714 -0.95244714 -0.94858662 -0.94909834 -0.96810724 -0.96749349 -0.91013144 -0.94927258 -0.28888282 0.037178748 0.10576016 -0.96876471 -0.91835552 -0.95191563 0.0040576811 -0.28153606 0.038898335 -0.94158767 -0.95170194 -0.94856688 -0.22604346 -0.17087128 0.030023785 -0.94183162 0.092341008 -0.94884803 0.18119335 -0.95424713 -0.14119804 -0.97137264 0.080000208
19 "WALKING_DOWNSTAIRS" 0.262688053871795 -0.0145942275069487 -0.133695240660974 -0.26888801 0.86870478 0.45028338 0.056238835 0.065994539 -0.046343805 0.033893568 -0.058758945 0.49838661 -0.11941296 -0.041069791 -0.13364785 -0.93754602 -0.93754602 -0.96182006 -0.80014335 -0.96595672 -0.94653154 -0.92614002 -0.95027725 -0.22876382 0.18289065 0.64004379 -0.95248164 -0.96486115 -0.95782432 0.21114034 0.16750772 0.32531452 -0.95995705 -0.9626776 -0.82959718 0.2412341 0.29798263 -0.019753207 -0.91565644 0.2263749 -0.94740956 -0.042856298 -0.88670617 -0.14811921 -0.94934002 -0.3281854
19 "WALKING_UPSTAIRS" 0.242118808925 -0.0303986615775 -0.151054607725 -0.26522323 0.85811094 0.45953797 0.083557794 0.0077028091 0.0015936463 0.016429205 -0.069991199 0.28138948 -0.10870147 -0.043622788 -0.13355703 -0.97633286 -0.97633286 -0.98085261 -0.90088532 -0.98733837 -0.97695974 -0.97820635 -0.98799712 -0.031836116 0.22438491 0.38427249 -0.97589856 -0.97915238 -0.98583961 0.35208852 0.14860656 0.32231467 -0.97404233 -0.988774 -0.89172707 -0.093630542 -0.026612548 0.27179918 -0.97390754 0.13679909 -0.98334434 0.28574935 -0.92818652 -0.0079864114 -0.98532526 0.11386872
20 "LAYING" 0.239507882205882 -0.0144406281132353 -0.104274322538235 -0.27696099 0.86092969 0.46250077 0.075641968 0.01578186 -0.0057857485 -0.0059945848 -0.07581175 0.13680825 -0.10502062 -0.041659812 -0.086847211 -0.99333212 -0.99333212 -0.98908267 -0.96775079 -0.99517768 -0.98719785 -0.98585978 -0.99135182 -0.084631837 0.50043095 0.36164914 -0.98510449 -0.98397722 -0.98935719 0.18972588 0.28254999 0.48009554 -0.98554483 -0.99326514 -0.95561997 -0.31999845 -0.09598648 0.1087652 -0.98902367 0.44553827 -0.98896542 0.22752334 -0.97435814 -0.26943236 -0.99363839 -0.17186829
20 "SITTING" 0.278045439090909 -0.0147229305131818 -0.108369634515152 -0.27962596 0.86052731 0.46326012 0.076391655 0.0048512642 -0.0081719211 -0.021722348 -0.077036503 0.074851054 -0.10188489 -0.041498349 -0.062985549 -0.99552122 -0.99552122 -0.9916459 -0.98960938 -0.99759794 -0.99261116 -0.9915537 -0.99162025 0.1092681 0.31114084 0.49293303 -0.98988119 -0.99258603 -0.99004845 0.21412587 -0.025148134 0.22741744 -0.9931964 -0.99764716 -0.9863055 -0.094749744 0.27567878 -0.19181444 -0.99561603 0.67364146 -0.9915127 0.51759168 -0.9952871 0.0078190833 -0.99849897 0.13650627
20 "STANDING" 0.278076904657534 -0.0180695049161644 -0.100402759931507 -0.28123142 0.86048625 0.46307538 0.075129686 0.0058928279 -0.0054100711 -0.030021629 -0.077374577 0.059452176 -0.10024686 -0.041208424 -0.054423827 -0.99457256 -0.99457256 -0.99193443 -0.99018397 -0.99750501 -0.99448673 -0.99199786 -0.98879449 0.22470275 0.3463022 0.3155101 -0.99139339 -0.9926695 -0.98903237 0.27236043 0.0088020721 0.22660084 -0.99512031 -0.9977745 -0.99540313 0.23663393 0.098605083 0.35917797 -0.99482454 0.53486345 -0.99321151 0.4960905 -0.99689229 0.10925897 -0.99848883 0.21645628
